Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Proceedings of the Fifth International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’21)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-87178-9","Prof. Sergey KovalevAssoc. Prof. Valery TarassovProf. Vaclav SnaselAssoc. Prof. Andrey Sukhanov","2022","http://link.springer.com/book/10.1007/978-3-030-87178-9","Book"
"Artificial Intelligence and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-031-06788-4","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06788-4","Book"
"Advances in Information, Communication and Cybersecurity","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-91738-8","Prof. Yassine MalehMamoun AlazabProf. Noreddine GherabiLo’ai TawalbehProf. Ahmed A. Abd El-Latif","2022","http://link.springer.com/book/10.1007/978-3-030-91738-8","Book"
"Machine Tools Production Systems 3","Lecture Notes in Production Engineering","","","","10.1007/978-3-658-34622-5","Prof. Dr. Christian BrecherManfred Weck","2022","http://link.springer.com/book/10.1007/978-3-658-34622-5","Book"
"Proceedings of Sixth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-2102-4","Dr. Xin-She YangDr. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-2102-4","Book"
"New Technologies, Development and Application V","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-05230-9","Isak KarabegovićProf. Ahmed KovačevićSadko Mandžuka","2022","http://link.springer.com/book/10.1007/978-3-031-05230-9","Book"
"Applied Information Processing Systems","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-2008-9","Dr. Brijesh IyerProf. Debashis GhoshProf. Valentina Emilia Balas","2022","http://link.springer.com/book/10.1007/978-981-16-2008-9","Book"
"System Dependability and Analytics","Springer Series in Reliability Engineering","","","","10.1007/978-3-031-02063-6","Assoc. Prof. Long WangProf. Karthik PattabiramanDr. Catello Di MartinoAssist. Prof. Arjun AthreyaProf. Saurabh Bagchi","2023","http://link.springer.com/book/10.1007/978-3-031-02063-6","Book"
"Virtual Product Creation in Industry","","","","","10.1007/978-3-662-64301-3","Rainer Stark","2022","http://link.springer.com/book/10.1007/978-3-662-64301-3","Book"
"Soft Computing: Theories and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-0707-4","Dr. Rajesh KumarDr. Chang Wook AhnDr. Tarun K. SharmaDr. Om Prakash VermaDr. Anand Agarwal","2022","http://link.springer.com/book/10.1007/978-981-19-0707-4","Book"
"New Realities, Mobile Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96296-8","Michael E. AuerProf. Dr. Thrasyvoulos Tsiatsos","2022","http://link.springer.com/book/10.1007/978-3-030-96296-8","Book"
"Emerging Research in Computing, Information, Communication and Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-1342-5","Prof. N. R. ShettyProf. L. M. PatnaikProf. H. C. NagarajDr. Prasad N. HamsavathDr. N. Nalini","2022","http://link.springer.com/book/10.1007/978-981-16-1342-5","Book"
"Smart Communications, Intelligent Algorithms and Interactive Methods","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-5164-9","Prof. Lakhmi C. JainProf. Roumen KountchevProf. Bin HuDr. Roumiana Kountcheva","2022","http://link.springer.com/book/10.1007/978-981-16-5164-9","Book"
"Advances in Data and Information Sciences","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-5689-7","Prof. Shailesh TiwariDr. Munesh C. TrivediProf. Mohan Lal KolheDr. K.K. MishraDr. Brajesh Kumar Singh","2022","http://link.springer.com/book/10.1007/978-981-16-5689-7","Book"
"Obstructions in Security-Aware Business Processes","","","","","10.1007/978-3-658-38154-7","Julius Holderer","2022","http://link.springer.com/book/10.1007/978-3-658-38154-7","Book"
"Proceedings of Sixth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-2380-6","Prof. Dr. Xin-She YangProf. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-2380-6","Book"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-82196-8","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-030-82196-8","Book"
"Advances in Data Computing, Communication and Security","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-8403-6","Dr. Pankaj VermaDr. Chhagan CharanProf. Xavier FernandoDr. Subramaniam Ganesan","2022","http://link.springer.com/book/10.1007/978-981-16-8403-6","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-10461-9","Prof. Dr. Kohei Arai","2022","http://link.springer.com/book/10.1007/978-3-031-10461-9","Book"
"Proceedings of 2021 International Top-Level Forum on Engineering Science and Technology Development Strategy","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-7156-2","Prof. Yusheng XueProf. Yuping ZhengDamir Novosel","2022","http://link.springer.com/book/10.1007/978-981-16-7156-2","Book"
"International Conference on Innovative Computing and Communications","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-2597-8","Dr. Ashish KhannaDr. Deepak GuptaProf. Dr. Siddhartha BhattacharyyaProf. Aboul Ella HassanienDr. Sameer AnandDr. Ajay Jaiswal","2022","http://link.springer.com/book/10.1007/978-981-16-2597-8","Book"
"Third International Conference on Image Processing and Capsule Networks","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-12413-6","Prof. Dr. Joy Iong-Zong ChenProf. João Manuel R. S. TavaresDr. Fuqian Shi","2022","http://link.springer.com/book/10.1007/978-3-031-12413-6","Book"
"Data Management, Analytics and Innovation","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-2937-2","Prof. Neha SharmaProf. Amlan ChakrabartiProf. Valentina Emilia BalasProf. Alfred M. Bruckstein","2022","http://link.springer.com/book/10.1007/978-981-16-2937-2","Book"
"Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-95947-0","Prof. Marinos ThemistocleousDr. Maria Papadaki","2022","http://link.springer.com/book/10.1007/978-3-030-95947-0","Book"
"Enterprise Information Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-08965-7","Prof. Dr. Joaquim FilipeMichał ŚmiałekAlexander BrodskySlimane Hammoudi","2022","http://link.springer.com/book/10.1007/978-3-031-08965-7","Book"
"Proceedings of the 5th China Aeronautical Science and Technology Conference","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-7423-5","","2022","http://link.springer.com/book/10.1007/978-981-16-7423-5","Book"
"Simulation Tools and Techniques","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-97124-3","Prof. Dingde JiangHoubing Song","2022","http://link.springer.com/book/10.1007/978-3-030-97124-3","Book"
"WITS 2020","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-33-6893-4","Dr. Saad BennaniDr. Younes LakhrissiDr. Ghizlane KhaissidiProf. Dr. Anass MansouriDr. Youness Khamlichi","2022","http://link.springer.com/book/10.1007/978-981-33-6893-4","Book"
"Modern Approaches in Machine Learning & Cognitive Science: A Walkthrough","Studies in Computational Intelligence","","","","10.1007/978-3-030-96634-8","Assoc. Prof. Vinit Kumar GunjanProf. Dr. Jacek M. Zurada","2022","http://link.springer.com/book/10.1007/978-3-030-96634-8","Book"
"Informatics in Control, Automation and Robotics","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-92442-3","Prof. Dr. Oleg GusikhinProf. Dr. Kurosh MadaniProf. Dr. Janan Zaytoon","2022","http://link.springer.com/book/10.1007/978-3-030-92442-3","Book"
"Recent Innovations in Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-8892-8","Dr. Pradeep Kumar SinghDr. Yashwant SinghDr. Jitender Kumar ChhabraDr. Zoltán IllésDr. Chaman Verma","2022","http://link.springer.com/book/10.1007/978-981-16-8892-8","Book"
"Communications, Signal Processing, and Systems","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-0386-1","Prof. Qilian LiangWei WangDr. Xin LiuProf. Zhenyu NaBaoju Zhang","2022","http://link.springer.com/book/10.1007/978-981-19-0386-1","Book"
"Software Engineering Perspectives in Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-09070-7","Prof. Radek Silhavy","2022","http://link.springer.com/book/10.1007/978-3-031-09070-7","Book"
"Deployment and Operation of Complex Software in Heterogeneous Execution Environments","SpringerBriefs in Applied Sciences and Technology","","","","10.1007/978-3-031-04961-3","Prof. Elisabetta Di NittoDr. Jesús Gorroñogoitia CruzDr. Indika KumaraDr. Dragan RadolovićDr. Kamil TokmakovDr. Zoe Vasileiou","2022","http://link.springer.com/book/10.1007/978-3-031-04961-3","Book"
"Proceedings of the Sixteenth International Conference on Management Science and Engineering Management – Volume 1","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-10388-9","Prof. Jiuping XuProf. Fulya AltiparmakProf. Mohamed Hag Ali HassanDr. Fausto Pedro García MárquezProf. Asaf Hajiyev","2022","http://link.springer.com/book/10.1007/978-3-031-10388-9","Book"
"Ubiquitous Intelligent Systems","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-3675-2","Dr. P. KaruppusamyDr. Isidoros PerikosDr. Fausto Pedro García Márquez","2022","http://link.springer.com/book/10.1007/978-981-16-3675-2","Book"
"6th International Technical Conference on Advances in Computing, Control and Industrial Engineering (CCIE 2021)","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-3927-3","Prof. Yuriy S. ShmaliyAbdelhalim Abdelnaby Zekry","2022","http://link.springer.com/book/10.1007/978-981-19-3927-3","Book"
"Proceedings of the 7th International Conference on Industrial Engineering (ICIE 2021)","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-85230-6","Prof. Andrey A. RadionovProf. Vadim R. Gasiyarov","2022","http://link.springer.com/book/10.1007/978-3-030-85230-6","Book"
"Advanced Analytics in Mining Engineering","","","","","10.1007/978-3-030-91589-6","Dr. Ali Soofastaei","2022","http://link.springer.com/book/10.1007/978-3-030-91589-6","Book"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-9967-2","Prof. Yu-Dong ZhangProf. Tomonobu SenjyuDr. Chakchai So-InDr. Amit Joshi","2023","http://link.springer.com/book/10.1007/978-981-16-9967-2","Book"
"Artificial Intelligence and Technologies","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-6448-9","Prof. Rajeev R. RajeDr. Farookh HussainDr. R. Jagadeesh Kannan","2022","http://link.springer.com/book/10.1007/978-981-16-6448-9","Book"
"European Workshop on Structural Health Monitoring","Lecture Notes in Civil Engineering","","","","10.1007/978-3-031-07258-1","Prof. Piervincenzo RizzoProf. Alberto Milazzo","2023","http://link.springer.com/book/10.1007/978-3-031-07258-1","Book"
"Model Validation and Uncertainty Quantification, Volume 3","Conference Proceedings of the Society for Experimental Mechanics Series","","","","10.1007/978-3-030-77348-9","Zhu Mao","2022","http://link.springer.com/book/10.1007/978-3-030-77348-9","Book"
"Advances in Artificial Systems for Logistics Engineering","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-04809-8","Prof. Zhengbing HuProf. Qingying ZhangProf. Sergey PetoukhovProf. Matthew He","2022","http://link.springer.com/book/10.1007/978-3-031-04809-8","Book"
"Distributed Sensing and Intelligent Systems","Studies in Distributed Intelligence","","","","10.1007/978-3-030-64258-7","Dr. Mohamed ElhosenyXiaohui YuanSalah-ddine Krit","2022","http://link.springer.com/book/10.1007/978-3-030-64258-7","Book"
"Proceedings of Sixth International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-2377-6","Prof. Dr. Xin-She YangProf. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2022","http://link.springer.com/book/10.1007/978-981-16-2377-6","Book"
"Artificial Intelligence Trends in Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-09076-9","Prof. Radek Silhavy","2022","http://link.springer.com/book/10.1007/978-3-031-09076-9","Book"
"Proceedings of the 21st Congress of the International Ergonomics Association (IEA 2021)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-74614-8","Dr. Nancy L. BlackDr. W. Patrick NeumannDr. Ian Noy","2022","http://link.springer.com/book/10.1007/978-3-030-74614-8","Book"
"Information Systems and Technologies","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-04829-6","Alvaro RochaDr. Hojjat AdeliDr. Gintautas DzemydaProf. Fernando Moreira","2022","http://link.springer.com/book/10.1007/978-3-031-04829-6","Book"
"Towards Sustainable Customization: Bridging Smart Products and Manufacturing Systems","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-90700-6","Assist. Prof. Ann-Louise AndersenDr. Rasmus AndersenAssoc. Prof. Thomas Ditlev BrunoeDr. Maria Stoettrup Schioenning LarsenAssoc. Prof. Kjeld NielsenDr. Alessia NapoleoneDr. Stefan Kjeldgaard","2022","http://link.springer.com/book/10.1007/978-3-030-90700-6","Book"
"Proceedings of International Conference on Emerging Technologies and Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-85990-9","Dr. Mostafa Al-EmranDr. Mohammed A. Al-SharafiDr. Mohammed N. Al-KabiProf. Khaled Shaalan","2022","http://link.springer.com/book/10.1007/978-3-030-85990-9","Book"
"Information Technology and Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96293-7","Álvaro RochaProf. Carlos FerrásProf. Abel Méndez PorrasEfren Jimenez Delgado","2022","http://link.springer.com/book/10.1007/978-3-030-96293-7","Book"
"Advances in Artificial Systems for Medicine and Education V","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-92537-6","Prof. Zhengbing HuProf. Sergey PetoukhovProf. Matthew He","2022","http://link.springer.com/book/10.1007/978-3-030-92537-6","Book"
"Industry 4.0 for the Built Environment","Structural Integrity","","","","10.1007/978-3-030-82430-3","Dr. Marzia BolpagniRui GavinaProf. Dr. Diogo Ribeiro","2022","http://link.springer.com/book/10.1007/978-3-030-82430-3","Book"
"Intelligent Sustainable Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-6369-7","Prof. Atulya K. NagarProf. Dharm Singh JatDr. Gabriela Marín-RaventósDr. Durgesh Kumar Mishra","2022","http://link.springer.com/book/10.1007/978-981-16-6369-7","Book"
"Proceedings of the Canadian Society of Civil Engineering Annual Conference 2021","Lecture Notes in Civil Engineering","","","","10.1007/978-981-19-1029-6","Scott WalbridgeMazdak Nik-BakhtKelvin Tsun Wai NgManas ShomeM. Shahria AlamAshraf el DamattyGordon Lovegrove","2023","http://link.springer.com/book/10.1007/978-981-19-1029-6","Book"
"Advances in Decision Science and Management","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-2502-2","Prof. Taosheng WangProf. Dr. Srikanta PatnaikDr. Andrew W.H. IpProf. Madjid Tavana","2022","http://link.springer.com/book/10.1007/978-981-16-2502-2","Book"
"Lecture Notes in Computational Intelligence and Decision Making","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-82014-5","Prof. Sergii BabichevProf. Volodymyr Lytvynenko","2022","http://link.springer.com/book/10.1007/978-3-030-82014-5","Book"
"Advanced Technologies, Systems, and Applications VI","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-90055-7","Prof. Naida AdemovićProf. Edin MujčićProf. Zlatan AkšamijaProf. Jasmin KevrićProf. Samir AvdakovićProf. Ismar Volić","2022","http://link.springer.com/book/10.1007/978-3-030-90055-7","Book"
"Innovations in Smart Cities Applications Volume 5","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-94191-8","Prof. Dr. Mohamed Ben AhmedProf. Anouar Abdelhakim BoudhirProf. Dr. İsmail Rakıp KarașProf. Dr. Vipul JainProf. Dr. Sehl Mellouli","2022","http://link.springer.com/book/10.1007/978-3-030-94191-8","Book"
"Digital Technologies and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-01942-5","Prof. Saad MotahhirDr. Badre Bossoufi","2022","http://link.springer.com/book/10.1007/978-3-031-01942-5","Book"
"Advanced Manufacturing and Automation XI","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-0572-8","Dr. Yi WangProf. Kristian MartinsenProf. Tao YuProf. Kesheng Wang","2022","http://link.springer.com/book/10.1007/978-981-19-0572-8","Book"
"Proceedings of 2021 Chinese Intelligent Automation Conference","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-6372-7","Zhidong Deng","2022","http://link.springer.com/book/10.1007/978-981-16-6372-7","Book"
"International Congress and Workshop on Industrial AI 2021","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-93639-6","Prof. Ramin KarimProf. Alireza AhmadiDr. Iman SoleimanmeigouniDr. Ravdeep KourProf. Raj Rao","2022","http://link.springer.com/book/10.1007/978-3-030-93639-6","Book"
"Proceedings of the 2nd International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-6407-6","Dr. Vinit Kumar GunjanDr. Jacek M. Zurada","2022","http://link.springer.com/book/10.1007/978-981-16-6407-6","Book"
"ICT Systems Security and Privacy Protection","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-06975-8","Dr. Weizhi MengSimone Fischer-HübnerDr. Christian D. Jensen","2022","http://link.springer.com/book/10.1007/978-3-031-06975-8","Book"
"Multidisciplinary Computational Anatomy","","","","","10.1007/978-981-16-4325-5","Prof. Makoto Hashizume","2022","http://link.springer.com/book/10.1007/978-981-16-4325-5","Book"
"CIA-level driven secure SDLC framework for integrating security into SDLC process","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03450-z","Sooyoung KangSeungjoo Kim","2022","http://link.springer.com/article/10.1007/s12652-021-03450-z","Article"
"Proceedings of International Conference on Advanced Computing Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-16-5207-3","Prof. Jyotsna Kumar MandalDr. Rajkumar BuyyaProf. Dr. Debashis De","2022","http://link.springer.com/book/10.1007/978-981-16-5207-3","Book"
"Proceedings of the 5th International Conference on Sustainable Civil Engineering Structures and Construction Materials","Lecture Notes in Civil Engineering","","","","10.1007/978-981-16-7924-7","Assoc. Prof. Sheila BelayuthamAssoc. Prof. Che Khairil Izam Che IbrahimDr. Anizahyati AlisibramulisiDr. Hazrina MansorDr. Muntasir Billah","2022","http://link.springer.com/book/10.1007/978-981-16-7924-7","Book"
"Testing Software and Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-04673-5","David ClarkProf. Dr. Hector MenendezAna Rosa Cavalli","2022","http://link.springer.com/book/10.1007/978-3-031-04673-5","Book"
"Reliability and Statistics in Transportation and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96196-1","Prof. Igor KabashkinProf. Irina YatskivProf. Olegas Prentkovskis","2022","http://link.springer.com/book/10.1007/978-3-030-96196-1","Book"
"Pervasive Computing and Social Networking","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-5640-8","Prof. Dr. G. RanganathanDr. Robert BestakDr. Ram PalanisamyProf. Álvaro Rocha","2022","http://link.springer.com/book/10.1007/978-981-16-5640-8","Book"
"Biologically Inspired Cognitive Architectures 2021","Studies in Computational Intelligence","","","","10.1007/978-3-030-96993-6","Prof. Valentin V. KlimovPh.D. David J. Kelley","2022","http://link.springer.com/book/10.1007/978-3-030-96993-6","Book"
"Integrated Formal Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-031-07727-2","Maurice H. ter BeekDr. Rosemary Monahan","2022","http://link.springer.com/book/10.1007/978-3-031-07727-2","Book"
"Sustainable Communication Networks and Application","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-6605-6","Dr. P. KarrupusamyDr. Valentina Emilia BalasDr. Yong Shi","2022","http://link.springer.com/book/10.1007/978-981-16-6605-6","Book"
"Advanced Information Networking and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-99619-2","Prof. Dr. Leonard BarolliProf. Farookh HussainProf. Tomoya Enokido","2022","http://link.springer.com/book/10.1007/978-3-030-99619-2","Book"
"Proceedings of the Canadian Society of Civil Engineering Annual Conference 2021","Lecture Notes in Civil Engineering","","","","10.1007/978-981-19-0968-9","Scott WalbridgeMazdak Nik-BakhtKelvin Tsun Wai NgManas ShomeM. Shahria AlamAshraf el DamattyGordon Lovegrove","2023","http://link.springer.com/book/10.1007/978-981-19-0968-9","Book"
"Advances in Automation III","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-94202-1","Prof. Andrey A. RadionovProf. Vadim R. Gasiyarov","2022","http://link.springer.com/book/10.1007/978-3-030-94202-1","Book"
"Future Intent-Based Networking","Lecture Notes in Electrical Engineering","","","","10.1007/978-3-030-92435-5","Prof. Dr. Mikhailo KlymashProf. Mykola BeshleyProf. Dr. Andriy Luntovskyy","2022","http://link.springer.com/book/10.1007/978-3-030-92435-5","Book"
"Advances in Artificial Intelligence and Security","Communications in Computer and Information Science","","","","10.1007/978-3-031-06761-7","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06761-7","Book"
"Intelligent Internet of Things for Healthcare and Industry","Internet of Things","","","","10.1007/978-3-030-81473-1","Uttam GhoshChinmay ChakrabortyLalit GargDr. Gautam Srivastava","2022","http://link.springer.com/book/10.1007/978-3-030-81473-1","Book"
"Ergonomics for Design and Innovation","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-94277-9","Dr. Debkumar ChakrabartiDr. Sougata KarmakarUrmi R. Salve","2022","http://link.springer.com/book/10.1007/978-3-030-94277-9","Book"
"Operating Rules and Interoperability in Trans-National High-Speed Rail","","","","","10.1007/978-3-030-72003-2","Prof. Dr. Simon Collart-Dutilleul","2022","http://link.springer.com/book/10.1007/978-3-030-72003-2","Book"
"The AUN/SEED-Net Joint Regional Conference in Transportation, Energy, and Mechanical Manufacturing Engineering","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-19-1968-8","Prof. Dr. Anh-Tuan LeDr. Van-Sang PhamDr. Minh-Quy LeDr. Hoang-Luong Pham","2022","http://link.springer.com/book/10.1007/978-981-19-1968-8","Book"
"Design Tools and Methods in Industrial Engineering II","Lecture Notes in Mechanical Engineering","","","","10.1007/978-3-030-91234-5","Prof. Caterina RizziProf. Francesca CampanaDr. Michele BiciDr. Francesco GherardiniProf. Tommaso IngrassiaDr. Paolo Cicconi","2022","http://link.springer.com/book/10.1007/978-3-030-91234-5","Book"
"Communications and Networking","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-99200-2","Honghao GaoJun WunProf. Jianwei YinFeifei ShenYulong ShenProf. Jun Yu","2022","http://link.springer.com/book/10.1007/978-3-030-99200-2","Book"
"Applied Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-031-03884-6","Prof. Miguel Botto-TobarSergio Montes LeónPablo Torres-CarriónProf. Marcelo Zambrano VizueteBenjamin Durakovic","2022","http://link.springer.com/book/10.1007/978-3-031-03884-6","Book"
"Cyber Security","Computational Methods in Applied Sciences","","","","10.1007/978-3-030-91293-2","Prof. Dr. Martti LehtoProf. Dr. Pekka Neittaanmäki","2022","http://link.springer.com/book/10.1007/978-3-030-91293-2","Book"
"Digital Business and Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-3-031-09850-5","Prof. Mirjana IvanovicProf. Dr. Marite KirikovaLaila Niedrite","2022","http://link.springer.com/book/10.1007/978-3-031-09850-5","Book"
"Computational Science and Its Applications – ICCSA 2022 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-031-10542-5","Prof. Dr. Osvaldo GervasiBeniamino MurganteSanjay MisraAna Maria A. C. RochaDr. Chiara Garau","2022","http://link.springer.com/book/10.1007/978-3-031-10542-5","Book"
"Proceedings of the International Conference on Intelligent Vision and Computing (ICIVC 2021)","Proceedings in Adaptation, Learning and Optimization","","","","10.1007/978-3-030-97196-0","Dr. Harish SharmaDr. Vijay Kumar VyasProf. Rajesh Kumar PandeyDr. Mukesh Prasad","2022","http://link.springer.com/book/10.1007/978-3-030-97196-0","Book"
"Operationalizing Multi-Cloud Environments","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-74402-1","Dr. Rajganesh NagarajanDr. Pethuru RajDr. Ramkumar Thirunavukarasu","2022","http://link.springer.com/book/10.1007/978-3-030-74402-1","Book"
"Cyber Security, Privacy and Networking","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-8664-1","Prof. Dharma P. AgrawalDr. Nadia NedjahDr. B. B. GuptaGregorio Martinez Perez","2022","http://link.springer.com/book/10.1007/978-981-16-8664-1","Book"
"Artificial Intelligence  in Education","Lecture Notes in Computer Science","","","","10.1007/978-3-031-11644-5","Dr. Maria Mercedes RodrigoProf. Noburu MatsudaProf. Alexandra I. CristeaDr. Vania Dimitrova","2022","http://link.springer.com/book/10.1007/978-3-031-11644-5","Book"
"Handbook of Dynamic Data Driven Applications Systems","","","","","10.1007/978-3-030-74568-4","Erik P. BlaschDr. Frederica DaremaDr. Sai RavelaDr. Alex J. Aved","2022","http://link.springer.com/book/10.1007/978-3-030-74568-4","Book"
"Business Information Systems Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-04216-4","Prof. Witold AbramowiczProf. Dr. Sören AuerDr. Milena Stróżyna","2022","http://link.springer.com/book/10.1007/978-3-031-04216-4","Book"
"Society 5.0: Human-Centered Society Challenges and Solutions","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-95112-2","Prof. Alla G. KravetsProf. Dr. Alexander A. BolshakovDr. Maxim Shcherbakov","2022","http://link.springer.com/book/10.1007/978-3-030-95112-2","Book"
"Proceedings of First International Conference on Computational Electronics for Wireless Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-6246-1","Dr. Sanyog RawatDr. Arvind KumarDr. Pramod KumarDr. Jaume Anguera","2022","http://link.springer.com/book/10.1007/978-981-16-6246-1","Book"
"Data Engineering and Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-1559-8","Dr. Vikrant BhatejaDr. Lai Khin WeeDr. Jerry Chun-Wei LinDr. Suresh Chandra SatapathyDr. T. M. Rajesh","2022","http://link.springer.com/book/10.1007/978-981-19-1559-8","Book"
"Algorithms and Architectures for Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-95388-1","Yongxuan LaiProf. Tian WangMin JiangGuangquan XuWei LiangAniello Castiglione","2022","http://link.springer.com/book/10.1007/978-3-030-95388-1","Book"
"Bioinformatics and Biomedical Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-07802-6","Ignacio RojasProf. Olga ValenzuelaProf. Fernando RojasLuis Javier HerreraFrancisco Ortuño","2022","http://link.springer.com/book/10.1007/978-3-031-07802-6","Book"
"Discussion on Application of Model-Based Systems Engineering Method to Human Spaceflight Mission","Wireless and Satellite Systems","","","","10.1007/978-3-030-93398-2_30","Zhijie LiHuan LiuYue QiYaowu Xu","2022","http://link.springer.com/chapter/10.1007/978-3-030-93398-2_30","Chapter"
"Cloud Native Architecture and Design","","","","","10.1007/978-1-4842-7226-8","Shivakumar R Goniwada","2022","http://link.springer.com/book/10.1007/978-1-4842-7226-8","Book"
