Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Computational Science – ICCS 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50426-7","Dr. Valeria V. KrzhizhanovskayaDr. Gábor ZávodszkyMichael H. LeesProf. Jack J. DongarraProf. Dr. Peter M. A. SlootSérgio BrissosJoão Teixeira","2020","http://link.springer.com/book/10.1007/978-3-030-50426-7","Book"
"Model Based Approach for RAMS Analyses in the Space Domain with Capella Open-Source Tool","Model-Based Safety and Assessment","","","","10.1007/978-3-030-32872-6_2","Lorenzo BitettiRégis De FerlucDavid MaillandGuy GregorisFulvio Capogna","2019","http://link.springer.com/chapter/10.1007/978-3-030-32872-6_2","Chapter"
"Abstracts accepted for American Conference on Pharmacometrics 2016 (ACoP7)","Journal of Pharmacokinetics and Pharmacodynamics","","43","1","10.1007/s10928-016-9485-x","","2016","http://link.springer.com/article/10.1007/s10928-016-9485-x","Article"
"Artificial Intelligence in HCI","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50334-5","Helmut DegenLauren Reinerman-Jones","2020","http://link.springer.com/book/10.1007/978-3-030-50334-5","Book"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-44999-5","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-44999-5","Book"
"Towards Cloud-Based Enactment of Safety-Related Processes","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-45477-1_24","Sami AlajramiBarbara GallinaIrfan SljivoAlexander RomanovskyPetter Isberg","2016","http://link.springer.com/chapter/10.1007/978-3-319-45477-1_24","Chapter"
"Design for future: managed software evolution","Computer Science - Research and Development","","30","3 - 4","10.1007/s00450-014-0273-9","Ursula GoltzRalf H. ReussnerMichael GoedickeWilhelm HasselbringLukas MärtinBirgit Vogel-Heuser","2015","http://link.springer.com/article/10.1007/s00450-014-0273-9","Article"
"Correctness of Service Components and Service Component Ensembles","Software Engineering for Collective Autonomic Systems","","","","10.1007/978-3-319-16310-9_3","Jacques CombazSaddek BensalemFrancesco TiezziAndrea MargheriRosario PuglieseJan Kofroň","2015","http://link.springer.com/chapter/10.1007/978-3-319-16310-9_3","Chapter"
"Survey and classification of model transformation tools","Software & Systems Modeling","","18","4","10.1007/s10270-018-0665-6","Nafiseh KahaniMojtaba BagherzadehJames R. CordyJuergen DingelDaniel Varró","2019","http://link.springer.com/article/10.1007/s10270-018-0665-6","Article"
"SysML Model Transformation for Safety and Security Analysis","Security and Safety Interplay of Intelligent Software Systems","","","","10.1007/978-3-030-16874-2_3","Rabéa Ameur-BoulifaFlorian LugouLudovic Apvrille","2019","http://link.springer.com/chapter/10.1007/978-3-030-16874-2_3","Chapter"
"Model-Based Risk Analysis for an Open-Source PCA Pump Using AADL Error Modeling","Model-Based Safety and Assessment","","","","10.1007/978-3-030-58920-2_3","Hariharan ThiagarajanBrian LarsonJohn HatcliffYi Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-58920-2_3","Chapter"
"A Systematic Mapping Study on Security Requirements Engineering Frameworks for Cyber-Physical Systems","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-05345-1_37","Shafiq RehmanVolker GruhnSaad ShafiqIrum Inayat","2018","http://link.springer.com/chapter/10.1007/978-3-030-05345-1_37","Chapter"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2019","Lecture Notes in Computer Science","","","","10.1007/978-3-030-32245-8","Dinggang ShenProf. Tianming LiuDr. Terry M. PetersLawrence H. StaibCaroline EssertSean ZhouProf. Dr. Pew-Thian YapAli Khan","2019","http://link.springer.com/book/10.1007/978-3-030-32245-8","Book"
"Security and Software Engineering","Handbook of Software Engineering","","","","10.1007/978-3-030-00262-6_12","Sam MalekHamid BagheriJoshua GarciaAlireza Sadeghi","2019","http://link.springer.com/chapter/10.1007/978-3-030-00262-6_12","Chapter"
"Encyclopedia of Law and Economics","","","","","10.1007/978-1-4614-7753-2","Alain MarcianoGiovanni Battista Ramello","2019","http://link.springer.com/referencework/10.1007/978-1-4614-7753-2","ReferenceWork"
"From subsets of model elements to submodels","Software & Systems Modeling","","14","2","10.1007/s10270-013-0340-x","Bernard CarréGilles VanwormhoudtOlivier Caron","2015","http://link.springer.com/article/10.1007/s10270-013-0340-x","Article"
"Systems Benchmarking","","","","","10.1007/978-3-030-41705-5","Samuel KounevKlaus-Dieter LangeJóakim von Kistowski","2020","http://link.springer.com/book/10.1007/978-3-030-41705-5","Book"
"A Systematic Review and Analytical Evaluation of Security Requirements Engineering Approaches","Arabian Journal for Science and Engineering","","44","11","10.1007/s13369-019-04067-3","Malik Nadeem Anwar MohammadMohammed NazirKhurram Mustafa","2019","http://link.springer.com/article/10.1007/s13369-019-04067-3","Article"
"Design of Cyber Security for Critical Infrastructures: A Case for a Schizoid Design Approach","Security, Privacy, and Applied Cryptography Engineering","","","","10.1007/978-3-319-24126-5_3","Avik DayalYi DengSandeep K. Shukla","2015","http://link.springer.com/chapter/10.1007/978-3-319-24126-5_3","Chapter"
"Enabling Performance Modeling for the Masses: Initial Experiences","System Analysis and Modeling. Languages, Methods, and Tools for Systems Engineering","","","","10.1007/978-3-030-01042-3_7","Abel GómezConnie U. SmithAmy SpellmannJordi Cabot","2018","http://link.springer.com/chapter/10.1007/978-3-030-01042-3_7","Chapter"
"The 2020 Expert Survey on Formal Methods","Formal Methods for Industrial Critical Systems","","","","10.1007/978-3-030-58298-2_1","Hubert GaravelMaurice H. ter BeekJaco van de Pol","2020","http://link.springer.com/chapter/10.1007/978-3-030-58298-2_1","Chapter"
"Requirements Engineering for Automotive Embedded Systems","Automotive Systems and Software Engineering","","","","10.1007/978-3-030-12157-0_2","Miroslaw Staron","2019","http://link.springer.com/chapter/10.1007/978-3-030-12157-0_2","Chapter"
"B for Modeling Secure Information Systems","Formal Methods and Software Engineering","","","","10.1007/978-3-319-25423-4_20","Akram IdaniYves Ledru","2015","http://link.springer.com/chapter/10.1007/978-3-319-25423-4_20","Chapter"
"Maintaining Security in Software Evolution","Managed Software Evolution","","","","10.1007/978-3-030-13499-0_9","Jan JürjensKurt SchneiderJens BürgerFabien Patrick ViertelDaniel StrüberMichael GoedickeRalf ReussnerRobert HeinrichEmre TaşpolatoğluMarco KonersmannAlexander FayWinfried LamersdorfJan LadigesChristopher Haubeck","2019","http://link.springer.com/chapter/10.1007/978-3-030-13499-0_9","Chapter"
"Business Process Management Cases","Management for Professionals","","","","10.1007/978-3-319-58307-5","Prof. Dr. Jan vom BrockeProf. Dr. Jan Mendling","2018","http://link.springer.com/book/10.1007/978-3-319-58307-5","Book"
"A systematic approach for performance assessment using process mining","Empirical Software Engineering","","23","6","10.1007/s10664-018-9606-9","Simona BernardiJuan L. DomínguezAbel GómezChristophe JoubertJosé MerseguerDiego Perez-PalacinJosé I. RequenoAlberto Romeu","2018","http://link.springer.com/article/10.1007/s10664-018-9606-9","Article"
"The Semantic Web – ISWC 2020","Lecture Notes in Computer Science","","","","10.1007/978-3-030-62466-8","Jeff Z. PanValentina TammaClaudia d’AmatoKrzysztof JanowiczBo FuAxel PolleresOshani SeneviratneLalana Kagal","2020","http://link.springer.com/book/10.1007/978-3-030-62466-8","Book"
"Digitalization Cases","Management for Professionals","","","","10.1007/978-3-319-95273-4","Prof. Dr. Nils UrbachProf. Dr. Maximilian Röglinger","2019","http://link.springer.com/book/10.1007/978-3-319-95273-4","Book"
"Formal Specification of Robotic Architectures for Experimental Robotics","Metrics of Sensory Motor Coordination and Integration in Robots and Animals","","","","10.1007/978-3-030-14126-4_2","Arunkumar RamaswamyBruno MonsuezAdriana Tapus","2020","http://link.springer.com/chapter/10.1007/978-3-030-14126-4_2","Chapter"
"Security-Oriented Fault-Tolerance in Systems Engineering: A Conceptual Threat Modelling Approach for Cyber-Physical Production Systems","Advanced, Contemporary Control","","","","10.1007/978-3-030-50936-1_121","Iris GräßlerEric BoddenJens PottebaumJohannes GeismannDaniel Roesmann","2020","http://link.springer.com/chapter/10.1007/978-3-030-50936-1_121","Chapter"
"Software Testing","Handbook of Software Engineering","","","","10.1007/978-3-030-00262-6_4","Gordon FraserJosé Miguel Rojas","2019","http://link.springer.com/chapter/10.1007/978-3-030-00262-6_4","Chapter"
"A service-oriented framework to the design of information system service","Journal of Service Science Research","","7","2","10.1007/s12927-015-0003-2","Valter Castelhano de OliveiraJosé Reinaldo Silva","2015","http://link.springer.com/article/10.1007/s12927-015-0003-2","Article"
"From Models to Stories","Transdisciplinary Systems Engineering","","","","10.1007/978-3-319-62184-5_5","Azad M. Madni","2018","http://link.springer.com/chapter/10.1007/978-3-319-62184-5_5","Chapter"
"Formal and Virtual Multi-level Design Space Exploration","Model-Driven Engineering and Software Development","","","","10.1007/978-3-319-94764-8_3","Letitia W. LiDaniela GeniusLudovic Apvrille","2018","http://link.springer.com/chapter/10.1007/978-3-319-94764-8_3","Chapter"
"A survey of autonomic computing methods in digital service ecosystems","Service Oriented Computing and Applications","","11","1","10.1007/s11761-016-0203-8","Dhaminda B. AbeywickramaEila Ovaska","2017","http://link.springer.com/article/10.1007/s11761-016-0203-8","Article"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-26619-6","Thomas HildebrandtProf. Boudewijn F. van DongenProf. Dr. Maximilian RöglingerProf. Dr. Jan Mendling","2019","http://link.springer.com/book/10.1007/978-3-030-26619-6","Book"
"Reengineering Variants of MATLAB/Simulink Software Systems","Security and Quality in Cyber-Physical Systems Engineering","","","","10.1007/978-3-030-25312-7_10","Alexander SchlieChristoph SeidlIna Schaefer","2019","http://link.springer.com/chapter/10.1007/978-3-030-25312-7_10","Chapter"
"Digital Transformation of the Consulting Industry","Progress in IS","","","","10.1007/978-3-319-70491-3","Prof. Dr. Volker Nissen","2018","http://link.springer.com/book/10.1007/978-3-319-70491-3","Book"
"Multimedia Big Data Computing for IoT Applications","Intelligent Systems Reference Library","","","","10.1007/978-981-13-8759-3","Dr. Sudeep TanwarDr. Sudhanshu TyagiDr. Neeraj Kumar","2020","http://link.springer.com/book/10.1007/978-981-13-8759-3","Book"
"Gamification in Education and Business","","","","","10.1007/978-3-319-10208-5","Torsten ReinersLincoln C. Wood","2015","http://link.springer.com/book/10.1007/978-3-319-10208-5","Book"
"Smart Transportation Systems 2020","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-15-5270-0","Dr. Xiaobo QuDr. Lu ZhenProf. Robert J. HowlettProf. Lakhmi C. Jain","2020","http://link.springer.com/book/10.1007/978-981-15-5270-0","Book"
"Bidirectional Crosslinking of System and Software Modeling in the Automotive Domain","Software Engineering for Resilient Systems","","","","10.1007/978-3-319-23129-7_8","Harald SporerGeorg MacherAndrea HöllerChristian Kreiner","2015","http://link.springer.com/chapter/10.1007/978-3-319-23129-7_8","Chapter"
"Temporal property patterns for model-based testing from UML/OCL","Software & Systems Modeling","","18","2","10.1007/s10270-017-0635-4","Frédéric DadeauElizabeta FourneretAbir Bouchelaghem","2019","http://link.springer.com/article/10.1007/s10270-017-0635-4","Article"
"The Methodology of Systems Engineering","Systems Engineering and Its Application to Industrial Product Development","","","","10.1007/978-3-319-71837-8_3","Eugenio BrusaAmbra CalàDavide Ferretto","2018","http://link.springer.com/chapter/10.1007/978-3-319-71837-8_3","Chapter"
"State of the Art in Architectures for Self-aware Computing Systems","Self-Aware Computing Systems","","","","10.1007/978-3-319-47474-8_8","Holger GieseThomas VogelAda DiaconescuSebastian GötzNelly BencomoKurt GeihsSamuel KounevKirstie L. Bellman","2017","http://link.springer.com/chapter/10.1007/978-3-319-47474-8_8","Chapter"
"Summary, Further Reading and Outlook","Agile Modeling with UML","","","","10.1007/978-3-319-58862-9_11","Bernhard Rumpe","2017","http://link.springer.com/chapter/10.1007/978-3-319-58862-9_11","Chapter"
"Service Quality Assurance in Multi-clouds","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-319-43177-2_6","Dana Petcu","2016","http://link.springer.com/chapter/10.1007/978-3-319-43177-2_6","Chapter"
"High Performance Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50743-5","Ponnuswamy SadayappanBradford L. ChamberlainDr. Guido JuckelandHatem Ltaief","2020","http://link.springer.com/book/10.1007/978-3-030-50743-5","Book"
"Proceedings of the Fourth International Conference in Ocean Engineering (ICOE2018)","Lecture Notes in Civil Engineering","","","","10.1007/978-981-13-3119-0","Prof. K. MuraliDr. V. SriramDr. Abdus SamadDr. Nilanjan Saha","2019","http://link.springer.com/book/10.1007/978-981-13-3119-0","Book"
"Safety assessment of autonomous and connected vehicles by a model-based traffic simulation framework","19. Internationales Stuttgarter Symposium","","","","10.1007/978-3-658-25939-6_78","Mustafa SaraoğluAndrey MorozovKlaus Janschek","2019","http://link.springer.com/chapter/10.1007/978-3-658-25939-6_78","Chapter"
"Internet of Things From Hype to Reality","","","","","10.1007/978-3-319-99516-8","Dr. Ammar RayesSamer Salam","2019","http://link.springer.com/book/10.1007/978-3-319-99516-8","Book"
"Formal verification and validation of embedded systems: the UML-based MADES approach","Software & Systems Modeling","","14","1","10.1007/s10270-013-0330-z","Luciano BaresiGundula BlohmDimitrios S. KolovosNicholas MatragkasAlfredo MottaRichard F. PaigeAlek RadjenovicMatteo Rossi","2015","http://link.springer.com/article/10.1007/s10270-013-0330-z","Article"
"Knowledge base support for dynamic information system management","Information Systems and e-Business Management","","14","3","10.1007/s10257-015-0294-3","Adriana CaioneAnna Lisa GuidoAngelo MartellaRoberto PaianoAndrea Pandurino","2016","http://link.springer.com/article/10.1007/s10257-015-0294-3","Article"
"Introduction","Fundamentals of Secure System Modelling","","","","10.1007/978-3-319-61717-6_1","Raimundas Matulevičius","2017","http://link.springer.com/chapter/10.1007/978-3-319-61717-6_1","Chapter"
"Information and Communications Security","Lecture Notes in Computer Science","","","","10.1007/978-3-319-29814-6","Sihan QingEiji OkamotoKwangjo KimDongmei Liu","2016","http://link.springer.com/book/10.1007/978-3-319-29814-6","Book"
"Generation of Assurance Cases for Medical Devices","Computer and Information Science","","","","10.1007/978-3-319-10509-3_10","Chung-Ling LinWuwei Shen","2015","http://link.springer.com/chapter/10.1007/978-3-319-10509-3_10","Chapter"
"Reusable knowledge in security requirements engineering: a systematic mapping study","Requirements Engineering","","21","2","10.1007/s00766-015-0220-8","Amina SouagRaúl MazoCamille SalinesiIsabelle Comyn-Wattiau","2016","http://link.springer.com/article/10.1007/s00766-015-0220-8","Article"
"A Combined Safety-Hazards and Security-Threat Analysis Method for Automotive Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-24249-1_21","Georg MacherAndrea HöllerHarald SporerEric ArmengaudChristian Kreiner","2015","http://link.springer.com/chapter/10.1007/978-3-319-24249-1_21","Chapter"
"A Conceptual Redesign of a Modelling Language for Cyber Resiliency of Healthcare Systems","Computer Security","","","","10.1007/978-3-030-42048-2_10","Myrsini AthinaiouHaralambos MouratidisTheo FotisMichalis Pavlidis","2020","http://link.springer.com/chapter/10.1007/978-3-030-42048-2_10","Chapter"
"Intelligent Decision Support Systems","Biometric and Intelligent Decision Making Support","","","","10.1007/978-3-319-13659-2_2","Arturas Kaklauskas","2015","http://link.springer.com/chapter/10.1007/978-3-319-13659-2_2","Chapter"
"Wireless Sensor Networks","Handbook of Hardware/Software Codesign","","","","10.1007/978-94-017-7358-4_38-1","Mihai Teodor LazarescuLuciano Lavagno","2016","http://link.springer.com/referenceworkentry/10.1007/978-94-017-7358-4_38-1","ReferenceWorkEntry"
"Abstracts from the 2017 Society of General Internal Medicine Annual Meeting","Journal of General Internal Medicine","","32","2","10.1007/s11606-017-4028-8","","2017","http://link.springer.com/article/10.1007/s11606-017-4028-8","Article"
"MARTE for CPS and CPSoS","Cyber-Physical System Design from an Architecture Analysis Viewpoint","","","","10.1007/978-981-10-4436-6_4","Frédéric MalletEugenio VillarFernando Herrera","2017","http://link.springer.com/chapter/10.1007/978-981-10-4436-6_4","Chapter"
"A Framework for TTX Specification and Evaluation","Enhancing CBRNE Safety & Security: Proceedings of the SICC 2017 Conference","","","","10.1007/978-3-319-91791-7_47","A. GiglioM. CarestiaA. D’AmbrogioD. Di GiovanniP. GaudioA. Malizia","2018","http://link.springer.com/chapter/10.1007/978-3-319-91791-7_47","Chapter"
"Gerontechnology","Communications in Computer and Information Science","","","","10.1007/978-3-030-41494-8","José García-AlonsoProf. Dr. César Fonseca","2020","http://link.springer.com/book/10.1007/978-3-030-41494-8","Book"
"ChronoSphere: a graph-based EMF model repository for IT landscape models","Software and Systems Modeling","","18","6","10.1007/s10270-019-00725-0","Martin HaeuslerThomas TrojerJohannes KesslerMatthias FarwickEmmanuel NowakowskiRuth Breu","2019","http://link.springer.com/article/10.1007/s10270-019-00725-0","Article"
"Automated Deduction – CADE 27","Lecture Notes in Computer Science","","","","10.1007/978-3-030-29436-6","Pascal Fontaine","2019","http://link.springer.com/book/10.1007/978-3-030-29436-6","Book"
"Medical Image Computing and Computer Assisted Intervention – MICCAI 2019","Lecture Notes in Computer Science","","","","10.1007/978-3-030-32251-9","Dinggang ShenProf. Tianming LiuDr. Terry M. PetersLawrence H. StaibCaroline EssertSean ZhouProf. Dr. Pew-Thian YapAli Khan","2019","http://link.springer.com/book/10.1007/978-3-030-32251-9","Book"
"Safety-Driven Development and ISO 26262","Automotive Systems and Software Engineering","","","","10.1007/978-3-030-12157-0_10","Yaping LuoArash Khabbaz SaberiMark van den Brand","2019","http://link.springer.com/chapter/10.1007/978-3-030-12157-0_10","Chapter"
"Usable and Secure Software Design: The State-of-the-Art","Designing Usable and Secure Software with IRIS and CAIRIS","","","","10.1007/978-3-319-75493-2_2","Shamal Faily","2018","http://link.springer.com/chapter/10.1007/978-3-319-75493-2_2","Chapter"
"A Model-Based Approach for Retrospective Analysis of Enterprise Architecture Metrics","Enterprise Information Systems","","","","10.1007/978-3-319-29133-8_29","Manoj BhatThomas ReschenhoferFlorian Matthes","2015","http://link.springer.com/chapter/10.1007/978-3-319-29133-8_29","Chapter"
"Wireless Sensor Networks","Handbook of Hardware/Software Codesign","","","","10.1007/978-94-017-7267-9_38","Mihai Teodor LazarescuLuciano Lavagno","2017","http://link.springer.com/referenceworkentry/10.1007/978-94-017-7267-9_38","ReferenceWorkEntry"
"What Today’s Serious Cyber Attacks on Cars Tell Us: Consequences for Automotive Security and Dependability","Model-Based Safety and Assessment","","","","10.1007/978-3-030-32872-6_18","Markus ZoppeltRamin Tavakoli Kolagari","2019","http://link.springer.com/chapter/10.1007/978-3-030-32872-6_18","Chapter"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-58666-9","Dirk FahlandChiara GhidiniProf. Dr. Jörg BeckerProf. Marlon Dumas","2020","http://link.springer.com/book/10.1007/978-3-030-58666-9","Book"
"Diversity of graph models and graph generators in mutation testing","International Journal on Software Tools for Technology Transfer","","22","1","10.1007/s10009-019-00530-6","Oszkár SemeráthRebeka FarkasGábor BergmannDániel Varró","2020","http://link.springer.com/article/10.1007/s10009-019-00530-6","Article"
"New Horizons for a Data-Driven Economy","","","","","10.1007/978-3-319-21569-3","José María CavanillasEdward CurryWolfgang Wahlster","2016","http://link.springer.com/book/10.1007/978-3-319-21569-3","Book"
"Sustainable Manufacturing","Sustainable Production, Life Cycle Engineering and Management","","","","10.1007/978-3-319-48514-0","Rainer StarkGünther SeligerJérémy Bonvoisin","2017","http://link.springer.com/book/10.1007/978-3-319-48514-0","Book"
"A Structured Validation and Verification Method for Automotive Systems Considering the OEM/Supplier Interface","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-24255-2_8","Kristian BeckersIsabelle CôtéThomas FreseDenis HateburMaritta Heisel","2015","http://link.springer.com/chapter/10.1007/978-3-319-24255-2_8","Chapter"
"Issues on Software Quality Models for Mastering Change","Transactions on Foundations for Mastering Change I","","","","10.1007/978-3-319-46508-1_12","Michael Felderer","2016","http://link.springer.com/chapter/10.1007/978-3-319-46508-1_12","Chapter"
"Adoption of Formal Methods in Software Safety Analysis","Formal Methods for Safety and Security","","","","10.1007/978-981-10-4121-1_5","Ankita SrivastavaS. K. Goswami","2018","http://link.springer.com/chapter/10.1007/978-981-10-4121-1_5","Chapter"
"A survey of approaches for verifying model transformations","Software & Systems Modeling","","14","2","10.1007/s10270-013-0358-0","Lukman Ab. RahimJon Whittle","2015","http://link.springer.com/article/10.1007/s10270-013-0358-0","Article"
"Systems and Software Engineering","Guide to Computing Fundamentals in Cyber-Physical Systems","","","","10.1007/978-3-319-25178-3_6","Dietmar P. F. Möller","2016","http://link.springer.com/chapter/10.1007/978-3-319-25178-3_6","Chapter"
"The role of model checking in software engineering","Frontiers of Computer Science","","12","4","10.1007/s11704-016-6192-0","Anil Kumar KarnaYuting ChenHaibo YuHao ZhongJianjun Zhao","2018","http://link.springer.com/article/10.1007/s11704-016-6192-0","Article"
"HCI in Mobility, Transport, and Automotive Systems. Automated Driving and In-Vehicle Experience Design","Lecture Notes in Computer Science","","","","10.1007/978-3-030-50523-3","Prof. Dr. Heidi Krömker","2020","http://link.springer.com/book/10.1007/978-3-030-50523-3","Book"
"Mixed-semantics composition of statecharts for the component-based design of reactive systems","Software and Systems Modeling","","19","6","10.1007/s10270-020-00806-5","Bence GraicsVince MolnárAndrás VörösIstván MajzikDániel Varró","2020","http://link.springer.com/article/10.1007/s10270-020-00806-5","Article"
"The state of adoption and the challenges of systematic variability management in industry","Empirical Software Engineering","","25","3","10.1007/s10664-019-09787-6","Thorsten BergerJan-Philipp SteghöferTewfik ZiadiJacques RobinJabier Martinez","2020","http://link.springer.com/article/10.1007/s10664-019-09787-6","Article"
"Responsible Design, Implementation and Use of Information and Communication Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-030-45002-1","Marié HattinghMachdel MattheeHanlie SmutsDr. Ilias PappasPh.D. Yogesh K. DwivediMatti Mäntymäki","2020","http://link.springer.com/book/10.1007/978-3-030-45002-1","Book"
"An overview of platforms for cloud based development","SpringerPlus","","5","1","10.1186/s40064-016-1688-5","G. FylaktopoulosG. GoumasM. SkolarikisA. SotiropoulosI. Maglogiannis","2016","http://link.springer.com/article/10.1186/s40064-016-1688-5","Article"
"Architecture-driven, Multi-concern and Seamless Assurance and Certification of Cyber-Physical Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-45480-1_25","Alejandra RuizBarbara GallinaJose Luis de la VaraSilvia MazziniHuáscar Espinoza","2016","http://link.springer.com/chapter/10.1007/978-3-319-45480-1_25","Chapter"
"Cyber-Physical Systems Modeling for Security Using SysML","Systems Engineering in Context","","","","10.1007/978-3-030-00114-8_53","Bryan T. CarterCody H. FlemingCarl R. ElksGeorgios Bakirtzis","2019","http://link.springer.com/chapter/10.1007/978-3-030-00114-8_53","Chapter"
"Translating between Alloy specifications and UML class diagrams annotated with OCL","Software & Systems Modeling","","14","1","10.1007/s10270-013-0353-5","Alcino CunhaAna GarisDaniel Riesco","2015","http://link.springer.com/article/10.1007/s10270-013-0353-5","Article"
"Engineering Data Logistics for Agile Automation Systems Engineering","Security and Quality in Cyber-Physical Systems Engineering","","","","10.1007/978-3-030-25312-7_8","Stefan BifflArndt LüderFelix RinkerLaura WaltersdorferDietmar Winkler","2019","http://link.springer.com/chapter/10.1007/978-3-030-25312-7_8","Chapter"
"SICOMORo-CM: Development of Trustworthy Systems via Models and Advanced Tools","Software Technologies: Applications and Foundations","","","","10.1007/978-3-319-74730-9_32","Elvira AlbertPablo C. CañizaresEsther GuerraJuan de LaraEsperanza MarcosManuel NúñezGuillermo Román-DíezJuan Manuel VaraDamiano Zanardini","2018","http://link.springer.com/chapter/10.1007/978-3-319-74730-9_32","Chapter"
"Applications of ontologies in requirements engineering: a systematic review of the literature","Requirements Engineering","","21","4","10.1007/s00766-015-0222-6","Diego DermevalJéssyka VilelaIg Ibert BittencourtJaelson CastroSeiji IsotaniPatrick BritoAlan Silva","2016","http://link.springer.com/article/10.1007/s00766-015-0222-6","Article"
"The Semantic Web","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49461-2","Andreas HarthSabrina KirraneAxel-Cyrille Ngonga NgomoHeiko PaulheimAnisa RulaAnna Lisa GentileDr. Peter HaaseMichael Cochez","2020","http://link.springer.com/book/10.1007/978-3-030-49461-2","Book"
"Using Correct-by-Construction Software Agile Development","Information Technology - New Generations","","","","10.1007/978-3-319-77028-4_35","Rafael Augusto Lopes ShigemuraGildarcio Sousa GoncalvesLuiz Alberto Vieira DiasPaulo Marcelo TasinaffoAdilson Marques da CunhaLuciana Sayuri MiziokaLeticia Hissae YanaguyaVictor Ulisses Pugliese","2018","http://link.springer.com/chapter/10.1007/978-3-319-77028-4_35","Chapter"
"Architecture Principles for Changeability","Future-Proof Software-Systems","","","","10.1007/978-3-658-19938-8_12","Frank J. Furrer","2019","http://link.springer.com/chapter/10.1007/978-3-658-19938-8_12","Chapter"
"Verified Software. Theories, Tools, and Experiments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-03592-1","Prof. Ruzica PiskacPhilipp Rümmer","2018","http://link.springer.com/book/10.1007/978-3-030-03592-1","Book"
"Cyber-Physical Systems Engineering for Manufacturing","Industrial Internet of Things","","","","10.1007/978-3-319-42559-7_4","Allison Barnard FeeneySimon FrechetteVijay Srinivasan","2017","http://link.springer.com/chapter/10.1007/978-3-319-42559-7_4","Chapter"
"Concept and engineering development of cyber physical production systems: a systematic literature review","The International Journal of Advanced Manufacturing Technology","","111","1 - 2","10.1007/s00170-020-06110-2","Xuan WuVirginie GoeppAli Siadat","2020","http://link.springer.com/article/10.1007/s00170-020-06110-2","Article"
"Ontology-Based Simulation Design and Integration","Semantic Web Technologies for Intelligent Engineering Applications","","","","10.1007/978-3-319-41490-4_10","Radek ŠindelářPetr Novák","2016","http://link.springer.com/chapter/10.1007/978-3-319-41490-4_10","Chapter"
"Computer Vision – ECCV 2020 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-030-66415-2","Prof. Adrien BartoliAndrea Fusiello","2020","http://link.springer.com/book/10.1007/978-3-030-66415-2","Book"
"Software Abstractions and Human-Cyber-Physical Systems Architecture Modelling","Engineering Trustworthy Software Systems","","","","10.1007/978-3-030-55089-9_5","Zhiming LiuJonathan P. BowenBo LiuShmuel TyszberowiczTingting Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-55089-9_5","Chapter"
"Towards designing of SPF based secure web application using UML 2.0","International Journal of System Assurance Engineering and Management","","8","1","10.1007/s13198-015-0338-6","Nitish PathakGirish SharmaB. M. Singh","2017","http://link.springer.com/article/10.1007/s13198-015-0338-6","Article"
"Model-based testing of probabilistic systems","Formal Aspects of Computing","","30","1","10.1007/s00165-017-0440-4","Marcus GerholdMariëlle Stoelinga","2018","http://link.springer.com/article/10.1007/s00165-017-0440-4","Article"
"Comparing and classifying model transformation reuse approaches across metamodels","Software and Systems Modeling","","19","2","10.1007/s10270-019-00762-9","Jean-Michel BruelBenoit CombemaleEsther GuerraJean-Marc JézéquelJörg KienzleJuan de LaraGunter MussbacherEugene SyrianiHans Vangheluwe","2020","http://link.springer.com/article/10.1007/s10270-019-00762-9","Article"
"Cyber-Physical Systems Engineering","Engineering Trustworthy Software Systems","","","","10.1007/978-3-319-29628-9_5","Bernd-Holger Schlingloff","2016","http://link.springer.com/chapter/10.1007/978-3-319-29628-9_5","Chapter"
