Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Knowledge Science, Engineering and Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82153-1","Han QiuCheng ZhangZongming FeiProf. Dr. Meikang QiuSun-Yuan Kung","2021","http://link.springer.com/book/10.1007/978-3-030-82153-1","Book"
"Inventive Systems and Control","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-1395-1","Prof. V. SumaProf. Dr. Joy Iong-Zong ChenDr. Zubair BaigDr. Haoxiang Wang","2021","http://link.springer.com/book/10.1007/978-981-16-1395-1","Book"
"Model-based resource analysis and synthesis of service-oriented automotive software architectures","Software and Systems Modeling","","20","6","10.1007/s10270-021-00896-9","Stefan KugelePhilipp ObergfellEric Sax","2021","http://link.springer.com/article/10.1007/s10270-021-00896-9","Article"
"Applications of Artificial Intelligence and Machine Learning","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-3067-5","Ankur ChoudharyArun Prakash AgrawalRajasvaran LogeswaranDr. Bhuvan Unhelkar","2021","http://link.springer.com/book/10.1007/978-981-16-3067-5","Book"
"Computer Networks and Inventive Communication Technologies","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-15-9647-6","Dr. S. SmysDr. Ram PalanisamyDr. Álvaro RochaDr. Grigorios N. Beligiannis","2021","http://link.springer.com/book/10.1007/978-981-15-9647-6","Book"
"Software Engineering Application in Informatics","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-90318-3","Dr. Radek SilhavyProf. Petr SilhavyProf. Zdenka Prokopova","2021","http://link.springer.com/book/10.1007/978-3-030-90318-3","Book"
"Software Architecture","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86044-8","Univ.-Prof. Dr. Stefan BifflElena NavarroWelf LöweProf. Marjan SirjaniProf. Raffaela MirandolaProf. Dr. Danny Weyns","2021","http://link.springer.com/book/10.1007/978-3-030-86044-8","Book"
"Computer Aided Verification","Lecture Notes in Computer Science","","","","10.1007/978-3-030-81688-9","Prof. Alexandra SilvaK. Rustan M. Leino","2021","http://link.springer.com/book/10.1007/978-3-030-81688-9","Book"
"Design for Tomorrow—Volume 2","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-0119-4","Prof. Amaresh ChakrabartiProf. Ravi PoovaiahAssist. Prof. Prasad BokilVivek Kant","2021","http://link.springer.com/book/10.1007/978-981-16-0119-4","Book"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80129-8","Prof. Dr. Kohei Arai","2021","http://link.springer.com/book/10.1007/978-3-030-80129-8","Book"
"Introduction","Composing Model-Based Analysis Tools","","","","10.1007/978-3-030-81915-6_1","Robert HeinrichFrancisco DuránCarolyn TalcottSteffen Zschaler","2021","http://link.springer.com/chapter/10.1007/978-3-030-81915-6_1","Chapter"
"Collaborative Model-Based Process Assessment for Trustworthy AI in Robotic Platforms","Society 5.0","","","","10.1007/978-3-030-86761-4_14","Robert WoitschWilfrid UtzAnna SumerederBernhard DieberBenjamin BreilingLaura CromptonMichael FunkKarin BruckmüllerStefan Schumann","2021","http://link.springer.com/chapter/10.1007/978-3-030-86761-4_14","Chapter"
"Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-83007-6","Dr. Marten van SinderenLeszek A. MaciaszekProf. Dr. Hans-Georg Fill","2021","http://link.springer.com/book/10.1007/978-3-030-83007-6","Book"
"Product-Focused Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/978-3-030-91452-3","Luca ArditoAndreas JedlitschkaDr. Maurizio MorisioProf. Marco Torchiano","2021","http://link.springer.com/book/10.1007/978-3-030-91452-3","Book"
"Engineering the Transformation of the Enterprise","","","","","10.1007/978-3-030-84655-8","Prof. Dr. Stephan AierProf. Dr. Peter RohnerDr. Joachim Schelp","2021","http://link.springer.com/book/10.1007/978-3-030-84655-8","Book"
"Software Engineering and Algorithms","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-77442-4","Dr. Radek Silhavy","2021","http://link.springer.com/book/10.1007/978-3-030-77442-4","Book"
"Applied Informatics","Communications in Computer and Information Science","","","","10.1007/978-3-030-89654-6","Hector FlorezMa Florencia Pollo-Cattaneo","2021","http://link.springer.com/book/10.1007/978-3-030-89654-6","Book"
"Advanced Informatics for Computing Research","Communications in Computer and Information Science","","","","10.1007/978-981-16-3660-8","Ashish Kumar LuhachProf. Dharm Singh JatProf. Kamarul Hawari Bin GhazaliProf. Dr. Xiao-Zhi GaoPawan Lingras","2021","http://link.springer.com/book/10.1007/978-981-16-3660-8","Book"
"Wireless Algorithms, Systems, and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86137-7","Zhe LiuFan WuProf. Sajal K. Das","2021","http://link.springer.com/book/10.1007/978-3-030-86137-7","Book"
"HCI International 2021 - Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-78645-8","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-78645-8","Book"
"Neural Computing for Advanced Applications","Communications in Computer and Information Science","","","","10.1007/978-981-16-5188-5","Haijun ZhangZhi YangZhao ZhangZhou WuTianyong Hao","2021","http://link.springer.com/book/10.1007/978-981-16-5188-5","Book"
"Research and Innovation Forum 2021","Springer Proceedings in Complexity","","","","10.1007/978-3-030-84311-3","Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi","2021","http://link.springer.com/book/10.1007/978-3-030-84311-3","Book"
"Handbook of Reinforcement Learning and Control","Studies in Systems, Decision and Control","","","","10.1007/978-3-030-60990-0","Dr. Kyriakos G. VamvoudakisProf. Yan WanDr. Frank L. LewisDerya Cansever","2021","http://link.springer.com/book/10.1007/978-3-030-60990-0","Book"
"Autonomic Computing in Cloud Resource Management in Industry 4.0","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-71756-8","Tanupriya ChoudhuryBhupesh Kumar DewanganDr. Ravi TomarBhupesh Kumar SinghTeoh Teik ToeDr. Nguyen Gia Nhu","2021","http://link.springer.com/book/10.1007/978-3-030-71756-8","Book"
"Smart Computing Techniques and Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-1502-3","Dr. Suresh Chandra SatapathyDr. Vikrant BhatejaProf. Margarita N. FavorskayaDr. T. Adilakshmi","2021","http://link.springer.com/book/10.1007/978-981-16-1502-3","Book"
"Intelligent Logistics Systems for Smart Cities and Communities","Lecture Notes in Intelligent Transportation and Infrastructure","","","","10.1007/978-3-030-81203-4","Prof. Roman Gumzej","2021","http://link.springer.com/book/10.1007/978-3-030-81203-4","Book"
"Society 5.0","Communications in Computer and Information Science","","","","10.1007/978-3-030-86761-4","Aurona GerberProf. Dr. Knut Hinkelmann","2021","http://link.springer.com/book/10.1007/978-3-030-86761-4","Book"
"Computer Security – ESORICS 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88418-5","Prof. Dr. Elisa BertinoProf. Haya ShulmanProf. Dr. Michael Waidner","2021","http://link.springer.com/book/10.1007/978-3-030-88418-5","Book"
"Fundamentals of Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89247-0","Assist. Prof. Hossein HojjatMieke Massink","2021","http://link.springer.com/book/10.1007/978-3-030-89247-0","Book"
"HCI International 2021 - Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-90179-0","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-90179-0","Book"
"System Lifecycle Management","","","","","10.1007/978-3-658-33874-9","Prof. Dr. Martin Eigner","2021","http://link.springer.com/book/10.1007/978-3-658-33874-9","Book"
"Human Interaction, Emerging Technologies and Future Applications III","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-55307-4","Dr. Tareq AhramProf. Redha TaiarKarine LangloisProf. Arnaud Choplin","2021","http://link.springer.com/book/10.1007/978-3-030-55307-4","Book"
"Deep Learning for Unmanned Systems","Studies in Computational Intelligence","","","","10.1007/978-3-030-77939-9","Dr. Anis KoubaaProf. Ahmad Taher Azar","2021","http://link.springer.com/book/10.1007/978-3-030-77939-9","Book"
"Dependable Computing - EDCC 2021 Workshops","Communications in Computer and Information Science","","","","10.1007/978-3-030-86507-8","Rasmus AdlerDr. Amel BennaceurSimon BurtonAmleto Di SalleNicola NostroRasmus Løvenstein OlsenSelma SaidiPhilipp SchleissDaniel SchneiderHans-Peter Schwefel","2021","http://link.springer.com/book/10.1007/978-3-030-86507-8","Book"
"Safety requirements for symbiotic human–robot collaboration systems in smart factories: a pairwise comparison approach to explore requirements dependencies","Requirements Engineering","","26","1","10.1007/s00766-020-00337-x","Georgia DedePersefoni MitropoulouMara NikolaidouThomas KamalakisChristos Michalakelis","2021","http://link.springer.com/article/10.1007/s00766-020-00337-x","Article"
"Congress on Intelligent Systems","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-33-6984-9","Dr. Harish SharmaDr. Mukesh SaraswatDr. Anupam YadavProf. Joong Hoon KimDr. Jagdish Chand Bansal","2021","http://link.springer.com/book/10.1007/978-981-33-6984-9","Book"
"IT Convergence and Security","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-4118-3","Dr. Hyuncheol KimDr. Kuinam J. Kim","2021","http://link.springer.com/book/10.1007/978-981-16-4118-3","Book"
"Advances in Manufacturing, Production Management and Process Control","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80462-6","Prof. Stefan TrzcielinskiBeata MrugalskaProf. Waldemar KarwowskiDr. Emilio RossiProf. Massimo Di Nicolantonio","2021","http://link.springer.com/book/10.1007/978-3-030-80462-6","Book"
"International Virtual Conference on Industry 4.0","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-1244-2","Dr. R. Jagadeesh KannanDr. S. GeethaDr. Sravanthi SashikumarDr. Carl Diver","2021","http://link.springer.com/book/10.1007/978-981-16-1244-2","Book"
"Advances in Artificial Intelligence, Software and Systems Engineering","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80624-8","Dr. Tareq Z. AhramProf. Waldemar KarwowskiProf. Jay Kalra","2021","http://link.springer.com/book/10.1007/978-3-030-80624-8","Book"
"Advances in Automotive Production Technology – Theory and Application","ARENA2036","","","","10.1007/978-3-662-62962-8","Dr. Philipp WeißgraeberDr. Frieder HeieckDr. Clemens Ackermann","2021","http://link.springer.com/book/10.1007/978-3-662-62962-8","Book"
"Application of Machine Learning and Deep Learning Methods to Power System Problems","Power Systems","","","","10.1007/978-3-030-77696-1","Dr. Morteza Nazari-HerisDr. Somayeh AsadiDr. Behnam Mohammadi-IvatlooMoloud AbdarDr. Houtan JebelliDr. Milad Sadat-Mohammadi","2021","http://link.springer.com/book/10.1007/978-3-030-77696-1","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85610-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85610-6","Book"
"Modeling data protection and privacy: application and experience with GDPR","Software and Systems Modeling","","20","6","10.1007/s10270-021-00935-5","Damiano TorreMauricio AlferezGhanem SoltanaMehrdad SabetzadehLionel Briand","2021","http://link.springer.com/article/10.1007/s10270-021-00935-5","Article"
"Proceedings of the International Conference on Aerospace System Science and Engineering 2020","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-33-6060-0","Prof. Zhongliang JingProf. Xingqun Zhan","2021","http://link.springer.com/book/10.1007/978-981-33-6060-0","Book"
"Creativity in Intelligent Technologies and Data Science","Communications in Computer and Information Science","","","","10.1007/978-3-030-87034-8","Prof. Alla G. KravetsMaxim ShcherbakovAssoc. Prof. Danila ParyginProf. Peter P. Groumpos","2021","http://link.springer.com/book/10.1007/978-3-030-87034-8","Book"
"Innovation Through Information Systems","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-030-86797-3","Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz","2021","http://link.springer.com/book/10.1007/978-3-030-86797-3","Book"
"Proceedings of the Fifteenth International Conference on Management Science and Engineering Management","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-79203-9","Prof. Jiuping XuDr. Fausto Pedro García MárquezProf. Mohamed Hag Ali HassanProf. Gheorghe DucaProf. Asaf HajiyevProf. Fulya Altiparmak","2021","http://link.springer.com/book/10.1007/978-3-030-79203-9","Book"
"Artificial Intelligence Applications and Innovations. AIAI 2021 IFIP WG 12.5 International Workshops","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-79157-5","Ilias MaglogiannisProf. John MacintyreProf. Lazaros Iliadis","2021","http://link.springer.com/book/10.1007/978-3-030-79157-5","Book"
"Advances and Trends in Artificial Intelligence. From Theory to Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79463-7","Prof. Hamido FujitaAli SelamatProf. Dr. Jerry Chun-Wei LinDr. Moonis Ali","2021","http://link.springer.com/book/10.1007/978-3-030-79463-7","Book"
"Service Oriented, Holonic and Multi-Agent Manufacturing Systems for Industry of the Future","Studies in Computational Intelligence","","","","10.1007/978-3-030-80906-5","Prof. Damien TrentesauxProf. Theodor BorangiuProf. Paulo LeitãoProf. Jose-Fernando JimenezJairo R. Montoya-Torres","2021","http://link.springer.com/book/10.1007/978-3-030-80906-5","Book"
"Web Information Systems Engineering – WISE 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90888-1","Wenjie ZhangLei ZouProf. Dr. Zakaria MaamarDr. Lu Chen","2021","http://link.springer.com/book/10.1007/978-3-030-90888-1","Book"
"A Domain-Specific Language for Model-Driven Development of Networked Electronic Travel Aid Systems","HCI International 2021 - Late Breaking Posters","","","","10.1007/978-3-030-90179-0_8","Florian von ZabienskyChristian LoosenMichael KreutzerDiethelm Bienhaus","2021","http://link.springer.com/chapter/10.1007/978-3-030-90179-0_8","Chapter"
"Smart Transportation Systems 2021","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-2324-0","Dr. Xiaobo QuLu ZhenProf. Robert J. HowlettProf. Lakhmi C. Jain","2021","http://link.springer.com/book/10.1007/978-981-16-2324-0","Book"
"Information and Software Technologies","Communications in Computer and Information Science","","","","10.1007/978-3-030-88304-1","Audrius LopataDaina GudonienėRita Butkienė","2021","http://link.springer.com/book/10.1007/978-3-030-88304-1","Book"
"Cable-Driven Parallel Robots","Mechanisms and Machine Science","","","","10.1007/978-3-030-75789-2","Prof. Marc GouttefardeDr. Tobias BruckmannProf. Andreas Pott","2021","http://link.springer.com/book/10.1007/978-3-030-75789-2","Book"
"Application of Big Data, Blockchain, and Internet of Things for Education Informatization","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-87900-6","Mian Ahmad JanFazlullah Khan","2021","http://link.springer.com/book/10.1007/978-3-030-87900-6","Book"
"Innovations in Global Mental Health","","","","","10.1007/978-3-030-57296-9","Dr. Samuel O. Okpaku","2021","http://link.springer.com/referencework/10.1007/978-3-030-57296-9","ReferenceWork"
"Computer Networks, Big Data and IoT","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-16-0965-7","Dr. A.Pasumpon PandianDr. Xavier FernandoDr. Syed Mohammed Shamsul Islam","2021","http://link.springer.com/book/10.1007/978-981-16-0965-7","Book"
"Encyclopedia of Solid Earth Geophysics","Encyclopedia of Earth Sciences Series","","","","10.1007/978-3-030-58631-7","Harsh K. Gupta","2021","http://link.springer.com/referencework/10.1007/978-3-030-58631-7","ReferenceWork"
"Innovations in Electrical and Electronic Engineering","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-4692-1","Prof. Dr. Margarita N. FavorskayaProf. Dr. Saad MekhilefProf. Rajendra Kumar PandeyProf. Dr. Nitin Singh","2021","http://link.springer.com/book/10.1007/978-981-15-4692-1","Book"
"Model learning: a survey of foundations, tools and applications","Frontiers of Computer Science","","15","5","10.1007/s11704-019-9212-z","Shahbaz AliHailong SunYongwang Zhao","2021","http://link.springer.com/article/10.1007/s11704-019-9212-z","Article"
"Recent Advances in Sustainable Energy and Intelligent Systems","Communications in Computer and Information Science","","","","10.1007/978-981-16-7210-1","Kang LiTim CoombsJinghan HeProf. Dr. Yuchu TianQun NiuZhile Yang","2021","http://link.springer.com/book/10.1007/978-981-16-7210-1","Book"
"PRICAI 2021: Trends in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89188-6","Duc Nghia PhamPh.D. Thanaruk TheeramunkongDr. Guido GovernatoriProf. Fenrong Liu","2021","http://link.springer.com/book/10.1007/978-3-030-89188-6","Book"
"FASTEN: An Extensible Platform to Experiment with Rigorous Modeling of Safety-Critical Systems","Domain-Specific Languages in Practice","","","","10.1007/978-3-030-73758-0_5","Daniel RatiuArne NordmannPeter MunkCarmen CarlanMarkus Voelter","2021","http://link.springer.com/chapter/10.1007/978-3-030-73758-0_5","Chapter"
"Interoperability of Heterogeneous IoT Platforms","Internet of Things","","","","10.1007/978-3-030-82446-4","Carlos E. PalauGiancarlo FortinoMiguel MontesinosGeorge ExarchakosPablo GiménezGarik MarkarianValérie CastayFlavio FuartWiesław PawłowskiMarina MortaraAlessandro BassiFrans GeversGema Ibáñez-SánchezIgnacio Huet","2021","http://link.springer.com/book/10.1007/978-3-030-82446-4","Book"
"Data Science","Communications in Computer and Information Science","","","","10.1007/978-981-16-5940-9","Jianchao ZengPinle QinWeipeng JingProf. Xianhua SongZeguang Lu","2021","http://link.springer.com/book/10.1007/978-981-16-5940-9","Book"
"Intelligent Computing Theories and Application","Lecture Notes in Computer Science","","","","10.1007/978-3-030-84529-2","De-Shuang HuangProf. Kang-Hyun JoJianqiang LiValeriya GribovaDr. Abir Hussain","2021","http://link.springer.com/book/10.1007/978-3-030-84529-2","Book"
"Advances in Production Management Systems. Artificial Intelligence for Sustainable and Resilient Production Systems","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-85914-5","Alexandre DolguiProf. Alain BernardDavid LemoineGregor von CieminskiDavid Romero","2021","http://link.springer.com/book/10.1007/978-3-030-85914-5","Book"
"RiTA 2020","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-16-4803-8","Prof. Dr. Esyin ChewAnwar P. P. Abdul MajeedDr. Pengcheng LiuProf. Dr. Jon PlattsProf. Hyun MyungProf. Junmo KimProf. Dr. Jong-Hwan Kim","2021","http://link.springer.com/book/10.1007/978-981-16-4803-8","Book"
"Culture and Computing. Design Thinking and Cultural Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77431-8","Prof. Matthias Rauterberg","2021","http://link.springer.com/book/10.1007/978-3-030-77431-8","Book"
"Computational Vision and Bio-Inspired Computing","Advances in Intelligent Systems and Computing","","","","10.1007/978-981-33-6862-0","Dr. S. SmysProf. João Manuel R. S. TavaresRobert BestakDr. Fuqian Shi","2021","http://link.springer.com/book/10.1007/978-981-33-6862-0","Book"
"E-Business and Telecommunications","Communications in Computer and Information Science","","","","10.1007/978-3-030-90428-9","Mohammad S. ObaidatJalel Ben-Othman","2021","http://link.springer.com/book/10.1007/978-3-030-90428-9","Book"
"Structured Object-Oriented Formal Language and Method","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77474-5","Jinyun XueFumiko NagoyaShaoying LiuZhenhua Duan","2021","http://link.springer.com/book/10.1007/978-3-030-77474-5","Book"
"Innovation Through Information Systems","Lecture Notes in Information Systems and Organisation","","","","10.1007/978-3-030-86790-4","Prof. Dr. Frederik AhlemannProf. Dr. Reinhard SchütteProf. Dr. Stefan Stieglitz","2021","http://link.springer.com/book/10.1007/978-3-030-86790-4","Book"
"Future Access Enablers for Ubiquitous and Intelligent Infrastructures","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-78459-1","Dragan PerakovicDr. Lucia Knapcikova","2021","http://link.springer.com/book/10.1007/978-3-030-78459-1","Book"
"Data Science and Computational Intelligence","Communications in Computer and Information Science","","","","10.1007/978-3-030-91244-4","Dr. K. R. VenugopalP. Deepa ShenoyProf. Dr. Rajkumar BuyyaProf. L. M. PatnaikProf. Sitharama S. Iyengar","2021","http://link.springer.com/book/10.1007/978-3-030-91244-4","Book"
"Machine Learning and Knowledge Discovery in Databases. Research Track","Lecture Notes in Computer Science","","","","10.1007/978-3-030-86486-6","Nuria OliverFernando Pérez-CruzStefan KramerJesse ReadJose A. Lozano","2021","http://link.springer.com/book/10.1007/978-3-030-86486-6","Book"
"Information and Communication Technology for Intelligent Systems","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-15-7062-9","Prof. Tomonobu SenjyuProf. Dr. Parikshit N. MahalleDr. Thinagaran PerumalAmit Joshi","2021","http://link.springer.com/book/10.1007/978-981-15-7062-9","Book"
"Applied Intelligence and Informatics","Communications in Computer and Information Science","","","","10.1007/978-3-030-82269-9","Dr. Mufti MahmudProf. M. Shamim KaiserProf. Nikola KasabovKhan IftekharuddinProf. Dr. Ning Zhong","2021","http://link.springer.com/book/10.1007/978-3-030-82269-9","Book"
"End-User Development","Lecture Notes in Computer Science","","","","10.1007/978-3-030-79840-6","Prof. Dr. Daniela FogliDaniel TetterooBarbara Rita BarricelliSimone BorsciPanos MarkopoulosGeorge A. Papadopoulos","2021","http://link.springer.com/book/10.1007/978-3-030-79840-6","Book"
"HumaniSE: Approaches to Achieve More Human-Centric Software Engineering","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-70006-5_18","John GrundyHourieh KhalajzadehJennifer McIntoshTanjila KanijIngo Mueller","2021","http://link.springer.com/chapter/10.1007/978-3-030-70006-5_18","Chapter"
"Pattern Recognition and Computer Vision","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88010-1","Prof. Dr. Huimin MaLiang WangProf. Changshui ZhangFei WuProf. Tieniu TanYaonan WangProf. Dr. Jianhuang LaiYao Zhao","2021","http://link.springer.com/book/10.1007/978-3-030-88010-1","Book"
"Digital Human Modeling and Applications in Health, Safety, Ergonomics and Risk Management. AI, Product and Service","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77820-0","Dr. Vincent G. Duffy","2021","http://link.springer.com/book/10.1007/978-3-030-77820-0","Book"
"HCI International 2021 - Late Breaking Posters","Communications in Computer and Information Science","","","","10.1007/978-3-030-90176-9","Prof. Constantine StephanidisDr. Margherita AntonaDr. Stavroula Ntoa","2021","http://link.springer.com/book/10.1007/978-3-030-90176-9","Book"
"The ASMETA Approach to Safety Assurance of Software Systems","Logic, Computation and Rigorous Methods","","","","10.1007/978-3-030-76020-5_13","Paolo ArcainiAndrea BombardaSilvia BonfantiAngelo GargantiniElvinia RiccobenePatrizia Scandurra","2021","http://link.springer.com/chapter/10.1007/978-3-030-76020-5_13","Chapter"
"Intelligent Computing and Communication Systems","Algorithms for Intelligent Systems","","","","10.1007/978-981-16-1295-4","Prof. Brahmjit SinghProf. Carlos A. Coello CoelloDr. Poonam JindalDr. Pankaj Verma","2021","http://link.springer.com/book/10.1007/978-981-16-1295-4","Book"
"Model Checking Software","Lecture Notes in Computer Science","","","","10.1007/978-3-030-84629-9","Alfons LaarmanAna Sokolova","2021","http://link.springer.com/book/10.1007/978-3-030-84629-9","Book"
"Trust Models for Next-Generation Blockchain Ecosystems","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-75107-4","Muhammad Habib ur RehmanDavor SvetinovicKhaled SalahErnesto Damiani","2021","http://link.springer.com/book/10.1007/978-3-030-75107-4","Book"
"Advances in Practical Applications of Agents, Multi-Agent Systems, and Social Good. The PAAMS Collection","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85739-4","Frank DignumJuan Manuel CorchadoFernando De La Prieta","2021","http://link.springer.com/book/10.1007/978-3-030-85739-4","Book"
"Future Data and Security Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-91387-8","Tran Khanh DangJosef KüngProf. Tai M. ChungMakoto Takizawa","2021","http://link.springer.com/book/10.1007/978-3-030-91387-8","Book"
"Computing and Data Science","Communications in Computer and Information Science","","","","10.1007/978-981-16-8885-0","Weijia CaoAydogan OzcanHaidong XieBei Guan","2021","http://link.springer.com/book/10.1007/978-981-16-8885-0","Book"
"Smart Technologies for Precision Assembly","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-72632-4","Prof. Svetan Ratchev","2021","http://link.springer.com/book/10.1007/978-3-030-72632-4","Book"
"Knowledge Science, Engineering and Management","Lecture Notes in Computer Science","","","","10.1007/978-3-030-82147-0","Han QiuCheng ZhangZongming FeiProf. Dr. Meikang QiuSun-Yuan Kung","2021","http://link.springer.com/book/10.1007/978-3-030-82147-0","Book"
"ICT Systems Security and Privacy Protection","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-78120-0","Prof. Audun JøsangLynn FutcherJanne Hagen","2021","http://link.springer.com/book/10.1007/978-3-030-78120-0","Book"
"Economics of Grids, Clouds, Systems, and Services","Lecture Notes in Computer Science","","","","10.1007/978-3-030-92916-9","Dr. Konstantinos TserpesJörn AltmannJosé Ángel BañaresOrna Agmon Ben-YehudaProf. Karim DjemameProf. Vlado StankovskiDr. Bruno Tuffin","2021","http://link.springer.com/book/10.1007/978-3-030-92916-9","Book"
"Transcranial Direct Current Stimulation in Neuropsychiatric Disorders","","","","","10.1007/978-3-030-76136-3","MD André R. BrunoniMD Michael A. NitscheMD Colleen K. Loo","2021","http://link.springer.com/book/10.1007/978-3-030-76136-3","Book"
"Cybersecurity, Privacy and Freedom Protection in the Connected World","Advanced Sciences and Technologies for Security Applications","","","","10.1007/978-3-030-68534-8","Hamid JahankhaniArshad JamalShaun Lawson","2021","http://link.springer.com/book/10.1007/978-3-030-68534-8","Book"
"Progress in Sustainable Mobility Research","Progress in IS","","","","10.1007/978-3-030-70841-2","Prof. Dr. Jorge Marx GómezProf. Dr. Jantje HalberstadtProf. Dr. Anna HenkelProf. Dr. Frank KösterProf. Dr. Jürgen SauerProf. Dr. Jürgen TaegerProf. Dr. Andreas WinterProf. Dr. David M. Woisetschläger","2021","http://link.springer.com/book/10.1007/978-3-030-70841-2","Book"
"Artificial Intelligence and Soft Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87897-9","Prof. Leszek RutkowskiDr. Rafał SchererMarcin KorytkowskiWitold PedryczProf. Ryszard TadeusiewiczDr. Jacek M. Zurada","2021","http://link.springer.com/book/10.1007/978-3-030-87897-9","Book"
"Mathematical and Statistical Methods for Actuarial Sciences and Finance","","","","","10.1007/978-3-030-78965-7","Prof. Dr. Marco CorazzaProf. Manfred GilliProf. Dr. Cira PernaProf. Dr. Claudio PizziProf. Dr. Marilena Sibillo","2021","http://link.springer.com/book/10.1007/978-3-030-78965-7","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85607-6","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85607-6","Book"
"Runtime Verification","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88494-9","Ph.D. Lu FengDr. Dana Fisman","2021","http://link.springer.com/book/10.1007/978-3-030-88494-9","Book"
"HCI International 2021 - Late Breaking Papers: Design and User Experience","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90238-4","Prof. Constantine StephanidisProf. Marcelo M. SoaresDr. Elizabeth RosenzweigDr. Aaron MarcusSakae YamamotoProf. Hirohiko MoriProf. Pei-Luen Patrick RauDr. Gabriele MeiselwitzXiaowen FangAbbas Moallem","2021","http://link.springer.com/book/10.1007/978-3-030-90238-4","Book"
